transaction_id;transaction_date;transaction_time;store_id;store_location;product_id;transaction_qty;unit_price;product_category;product_type;product_detail;Size;Total_bill;Month Name;Day Name;Hour;Day of Week;Month
96150;15/05/2023;10:45:52;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;10;1;5
96416;15/05/2023;15:00:09;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;15;1;5
96458;15/05/2023;15:54:25;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;15;1;5
97523;16/05/2023;13:33:56;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;13;2;5
97759;16/05/2023;17:39:04;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;17;2;5
98266;17/05/2023;09:26:25;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;9;3;5
98318;17/05/2023;09:47:36;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;9;3;5
98321;17/05/2023;09:49:01;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;9;3;5
99379;18/05/2023;09:54:47;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;9;4;5
99628;18/05/2023;11:39:57;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;11;4;5
99775;18/05/2023;14:08:07;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;14;4;5
100005;18/05/2023;18:10:19;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;18;4;5
100263;19/05/2023;07:39:31;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;7;5;5
100580;19/05/2023;09:32:07;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;9;5;5
100602;19/05/2023;09:44:36;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;9;5;5
100790;19/05/2023;10:45:52;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;10;5;5
101094;19/05/2023;15:54:25;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;15;5;5
101452;20/05/2023;08:21:01;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;8;6;5
101509;20/05/2023;08:34:24;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;8;6;5
101687;20/05/2023;09:20:53;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;9;6;5
101725;20/05/2023;09:29:37;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;9;6;5
101903;20/05/2023;10:25:13;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;10;6;5
101940;20/05/2023;10:36:00;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;10;6;5
101988;20/05/2023;10:53:45;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;10;6;5
102011;20/05/2023;11:25:36;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;11;6;5
102170;20/05/2023;14:54:24;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;14;6;5
102381;20/05/2023;19:13:31;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;19;6;5
102552;21/05/2023;08:17:01;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;8;0;5
102947;21/05/2023;10:20:10;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;10;0;5
103715;22/05/2023;08:19:40;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;8;1;5
103981;22/05/2023;10:37:26;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;10;1;5
104032;22/05/2023;11:01:47;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;11;1;5
104044;22/05/2023;11:11:44;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;11;1;5
105261;23/05/2023;12:33:47;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;12;2;5
105264;23/05/2023;12:35:32;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;12;2;5
105341;23/05/2023;14:04:24;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;14;2;5
105415;23/05/2023;15:09:25;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;15;2;5
105501;23/05/2023;16:40:06;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;16;2;5
105504;23/05/2023;16:45:46;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;16;2;5
105520;23/05/2023;16:57:42;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;16;2;5
106566;24/05/2023;16:04:51;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;16;3;5
106620;24/05/2023;16:47:14;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;16;3;5
107041;25/05/2023;08:40:35;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;8;4;5
107051;25/05/2023;08:42:40;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;8;4;5
107375;25/05/2023;11:54:23;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;11;4;5
107909;26/05/2023;07:00:31;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;7;5;5
108357;26/05/2023;10:52:25;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;10;5;5
108643;26/05/2023;15:09:55;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;15;5;5
108668;26/05/2023;15:35:11;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;15;5;5
108856;26/05/2023;18:18:17;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;18;5;5
109559;27/05/2023;11:29:45;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;11;6;5
109893;27/05/2023;16:32:03;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;16;6;5
110047;27/05/2023;19:05:01;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;19;6;5
110628;28/05/2023;13:56:44;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;13;0;5
110644;28/05/2023;14:08:22;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;14;0;5
110655;28/05/2023;14:18:25;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;14;0;5
110692;28/05/2023;14:46:23;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;14;0;5
110842;28/05/2023;16:23:47;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;16;0;5
110988;28/05/2023;17:48:47;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;17;0;5
111239;29/05/2023;09:03:37;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;9;1;5
111266;29/05/2023;09:31:21;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;9;1;5
111505;29/05/2023;12:58:51;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;12;1;5
111521;29/05/2023;13:08:30;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;13;1;5
111616;29/05/2023;14:20:16;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;14;1;5
111747;29/05/2023;16:05:03;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;16;1;5
112409;30/05/2023;09:37:38;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;9;2;5
112563;30/05/2023;10:42:48;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;10;2;5
112889;30/05/2023;16:30:33;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;16;2;5
112929;30/05/2023;17:11:50;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;17;2;5
113495;31/05/2023;10:16:11;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;10;3;5
113873;31/05/2023;16:17:25;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;16;3;5
113996;31/05/2023;19:14:03;3;Astoria;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;19;3;5
80455;01/05/2023;08:06:19;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;8;1;5
80829;01/05/2023;13:02:48;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;13;1;5
81077;01/05/2023;15:44:26;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;15;1;5
81296;01/05/2023;17:50:19;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;17;1;5
81763;02/05/2023;12:21:49;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;12;2;5
83231;03/05/2023;16:14:44;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;16;3;5
83296;03/05/2023;16:49:49;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;16;3;5
83872;04/05/2023;12:14:53;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;12;4;5
83997;04/05/2023;13:28:24;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;13;4;5
84089;04/05/2023;14:19:28;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;14;4;5
84110;04/05/2023;14:33:02;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;14;4;5
84784;05/05/2023;10:17:19;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;10;5;5
84911;05/05/2023;11:51:47;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;11;5;5
85380;05/05/2023;16:41:34;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;16;5;5
85869;06/05/2023;11:09:29;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;11;6;5
86476;06/05/2023;17:54:29;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;17;6;5
86707;07/05/2023;06:12:09;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;6;0;5
88568;08/05/2023;14:37:53;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;14;1;5
89302;09/05/2023;09:34:11;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;9;2;5
89523;09/05/2023;10:49:31;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;10;2;5
89755;09/05/2023;14:56:44;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;14;2;5
89860;09/05/2023;17:03:55;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;17;2;5
90968;10/05/2023;15:40:31;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;15;3;5
91044;10/05/2023;17:09:10;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;17;3;5
91184;11/05/2023;06:21:57;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;6;4;5
91213;11/05/2023;06:43:42;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;6;4;5
91631;11/05/2023;09:58:07;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;9;4;5
92655;12/05/2023;09:45:57;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;9;5;5
93138;12/05/2023;17:08:22;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;17;5;5
93424;13/05/2023;08:16:37;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;8;6;5
94065;13/05/2023;13:02:57;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;13;6;5
94490;14/05/2023;08:11:03;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;8;0;5
96263;15/05/2023;12:04:06;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;12;1;5
96984;16/05/2023;08:48:08;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;8;2;5
97652;16/05/2023;15:44:46;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;15;2;5
97675;16/05/2023;16:01:52;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;16;2;5
97697;16/05/2023;16:18:32;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;16;2;5
97861;17/05/2023;06:06:47;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;6;3;5
97881;17/05/2023;06:27:13;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;6;3;5
98419;17/05/2023;10:26:10;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;10;3;5
98511;17/05/2023;11:08:08;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;11;3;5
98655;17/05/2023;13:59:32;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;13;3;5
99617;18/05/2023;11:26:19;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;11;4;5
99852;18/05/2023;15:41:47;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;15;4;5
100065;19/05/2023;06:00:03;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;6;5;5
100114;19/05/2023;06:41:15;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;6;5;5
100567;19/05/2023;09:24:53;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;9;5;5
100590;19/05/2023;09:37:04;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;9;5;5
100959;19/05/2023;13:06:05;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;13;5;5
101605;20/05/2023;08:58:32;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;8;6;5
101752;20/05/2023;09:37:33;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;9;6;5
101986;20/05/2023;10:53:18;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;10;6;5
102009;20/05/2023;11:25:10;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;11;6;5
102310;20/05/2023;17:30:23;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;17;6;5
102945;21/05/2023;10:18:27;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;10;0;5
103500;22/05/2023;06:02:04;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;6;1;5
104040;22/05/2023;11:04:17;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;11;1;5
104081;22/05/2023;11:35:35;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Monday;11;1;5
104652;23/05/2023;06:44:40;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;6;2;5
104835;23/05/2023;08:14:13;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;8;2;5
105208;23/05/2023;11:36:01;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;11;2;5
105552;23/05/2023;17:32:45;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;17;2;5
105584;23/05/2023;18:03:22;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Tuesday;18;2;5
105852;24/05/2023;08:07:13;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Wednesday;8;3;5
106806;25/05/2023;06:20:51;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;6;4;5
106991;25/05/2023;08:18:22;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;8;4;5
107384;25/05/2023;12:05:39;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;12;4;5
107433;25/05/2023;12:59:44;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;12;4;5
107451;25/05/2023;13:07:17;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Thursday;13;4;5
107839;26/05/2023;06:03:28;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;6;5;5
108064;26/05/2023;08:30:29;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;8;5;5
108527;26/05/2023;13:32:32;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;13;5;5
108798;26/05/2023;17:42:12;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;17;5;5
108834;26/05/2023;18:06:14;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;18;5;5
108843;26/05/2023;18:12:41;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Friday;18;5;5
109395;27/05/2023;10:16:36;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;10;6;5
109582;27/05/2023;11:50:15;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;11;6;5
109695;27/05/2023;13:34:16;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;13;6;5
109920;27/05/2023;17:03:18;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Saturday;17;6;5
110240;28/05/2023;08:47:48;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;8;0;5
110667;28/05/2023;14:26:23;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;14;0;5
111012;28/05/2023;18:09:36;5;Lower Manhattan;45;1;3;Tea;Brewed herbal tea;Peppermint;Large;3;May;Sunday;18;0;5
